Year,Company/Brand,Sector,Stage,Amount($),HeadQuarter
2018,Blackbuck,Technology,Later Stage,24355200.0,Bengaluru
2018,ElasticRun,Transport,Series B,7200000.0,Pune
2018,Vogo Rentals,Transport,Debt Financing,960000.0,Kormangala
2018,InnerChef,Technology,Unknown,1760000.0,Gurgaon
2018,LivQuik,Technology,Later Stage,2700000.0,Mumbai
2018,Disprz,Education,Debt Financing,400000.0,Chennai
2018,9stacks,Technology,Series A,3360000.0,Delhi
2018,Origo,Agriculture,Unknown,9600000.0,Gurgaon
2018,YourOwnROOM,Technology,Seed,750000.0,Bengaluru
2018,Vahdam Teas,Food & Beverages,Series B,2500000.0,New Delhi
2018,Spoofin,Business Intelligence,Unknown,17030531.594164457,New Delhi
2018,Strom Motors,Transport,Angel,17030531.594164457,Mumbai
2018,Licious,Transport,Series C,25000000.0,Bengaluru
2018,Stanza Living,Technology,Unknown,8760000.0,New Delhi
2018,docturnal,Technology,Seed,17030531.594164457,Hyderabad
2018,Bounce (Metro Bikes),Transport,Debt Financing,3000000.0,Bengaluru
2018,Technology 9 Labs (T9L),Technology,Later Stage,17030531.594164457,New Delhi
2018,Goals101,Finance,Seed,3500000.0,Delhi
2018,Satya MicroCapital,Finance,Unknown,4800000.0,New Delhi
2018,Ummeed Housing Finance Private Limited,Finance,Series C,7200000.0,Haryana
2018,StockEdge,Technology,Seed,1100000.0,Kolkata
2018,Sequretek,Agriculture,Unknown,3700000.0,Mumbai
2018,Avenues Payments India Pvt. Ltd.,Agriculture,Later Stage,1300000.0,Mumbai
2018,Qbera,Finance,Unknown,1680000.0,Bengaluru
2018,Urban Ladder,Technology,Debt Financing,5600000.0,Bengaluru
2018,Planet11 eCommerce Solutions India (Avenue11),Agriculture,Later Stage,3120000.0,Bengaluru
2018,DailyNinja,Technology,Series A,17030531.594164457,Bengaluru
2018,Iba Halal Care,Agriculture,Series A,1800000.0,Ahmedabad
2018,Knocksense,Agriculture,Seed,17030531.594164457,Lucknow
2018,Togedr,Agriculture,Unknown,17030531.594164457,Gurgaon
2018,Parkwheels,Agriculture,Seed,144000.0,Haryana
2018,Cyclops Medtech,Technology,Seed,1000000.0,Bengaluru
2018,NewsBytes,Technology,Seed,1000000.0,Gurgaon
2018,Leena AI,Technology,Seed,2000000.0,Gurgaon
2018,Max Healthcare,Business Intelligence,Later Stage,17030531.594164457,New Delhi
2018,GoBolt,Transport,Unknown,4800000.0,New Delhi
2018,GoGaga,Business Intelligence,Pre-Seed,40000.0,Bengaluru City
2018,Mate Labs,Technology,Seed,550000.0,Bengaluru
2018,Furlenco,Lifestyle,Series C,17030531.594164457,Bengaluru
2018,Xplorabox,Education,Seed,17030531.594164457,Noida
2018,Myra,Technology,Unknown,105000.0,Bengaluru
2018,Vokal,Technology,Series A,1500000.0,Bengaluru
2018,Upwards Fintech,Technology,Series A,5000000.0,Mumbai
2018,Bon(Bonfleet Solutions),Technology,Seed,936000.0,Pune
2018,Mamaearth,Commerce,Series A,4000000.0,Gurgaon
2018,BabyChakra,Technology,Series B,17030531.594164457,Mumbai
2018,Belstar Investment and Finance Private Limited,Finance,Unknown,28000000.0,Chennai
2018,Naaptol,Commerce,Unknown,15000000.0,Mumbai
2018,Moonshine Meadery,Food & Beverages,Seed,17030531.594164457,Pune
2018,Verzeo,Education,Series A,5000000.0,Bengaluru
2018,Haazri,Food & Beverages,Seed,150000.0,Mumbai
2018,Connect India,Transport,Angel,17030531.594164457,New Delhi
2018,Flyrobe,Lifestyle,Series B,3168000.0,Mumbai
2018,Scholify,Agriculture,Pre-Seed,17030531.594164457,Bengaluru
2018,srJna,Education,Seed,17030531.594164457,Jaipur
2018,Nykaa,Lifestyle,Equity,13560000.0,Mumbai
2018,Chaayos,Food & Beverages,Series B,9720000.0,New Delhi
2018,Heelium,Lifestyle,Seed,17030531.594164457,Pune
2018,LT Foods,Food & Beverages,Later Stage,16800000.0,New Delhi
2018,Multibashi,Technology,Seed,120000.0,Bengaluru
2018,Cleardekho,Technology,Unknown,17030531.594164457,Ghaziabad
2018,Dailyhunt,Technology,Later Stage,6000000.0,Bengaluru
2018,SlicePay,Technology,Series A,14900000.0,Bengaluru
2018,Happyeasygo Group,Hospitality,Series A,17030531.594164457,Haryana
2018,Mombay,Technology,Seed,7500.0,Mumbai
2018,Droni Tech,Technology,Seed,420000.0,Mumbai
2019,Bombay Shaving,Commerce,Series A,6300000.0,Unknown
2019,Eduisfun,Technology,Seed,28000000.0,Mumbai
2019,Nu Genes,Technology,Series A,6000000.0,Telangana
2019,FlytBase,Technology,Series A,6000000.0,Pune
2019,Finly,Technology,Series A,6000000.0,Bangalore
2019,Kratikal,Technology,Pre-Series,1000000.0,Noida
2019,Quantiphi,Technology,Series A,20000000.0,Unknown
2019,Cub McPaws,Commerce,Series A,6000000.0,Mumbai
2019,Appnomic,Technology,Series A,22000000.0,Bangalore
2019,Kaleidofin,Technology,Series A,5000000.0,Chennai
2019,JobSquare,Technology,Series A,140500.0,Ahmedabad
2019,Open Secret,Technology,Series A,6000000.0,Unknown
2019,LivFin,Technology,Series A,5000000.0,Delhi
2019,Zest Money,Technology,Series B,15000000.0,Bangalore
2019,Witblox,Technology,Series A,182700.0,Unknown
2019,Azah Personal Care Pvt. Ltd.,Agriculture,Pre-Series,6000000.0,Gurugram
2019,SalaryFits,Technology,Series A,5000000.0,Unknown
2019,Pristyn Care,Agriculture,Series B,12000000.0,Unknown
2019,Springboard,Technology,Series A,11000000.0,Unknown
2019,DROR Labs Pvt. Ltd,Technology,Series A,6000000.0,Delhi
2019,Medlife,Health,Series A,15500000.0,Bangalore
2019,Seekify,Technology,Seed,1500000.0,Delhi
2019,Toffee Insurance,Technology,Series A,5500000.0,Haryana
2019,Fireflies .ai,Technology,Series A,5000000.0,Unknown
2019,HungerBox,Technology,Series C,12000000.0,Bangalore
2019,Bijak,Technology,Seed,2500000.0,Unknown
2019,truMe,Technology,Series A,140000.0,Unknown
2019,Pumpkart,Commerce,Series A,6000000.0,Chandigarh
2019,Rivigo,Transport,Later Stage,20000000.0,Unknown
2019,Observe.AI,Technology,Series A,26000000.0,Bangalore
2019,Freshokartz,Commerce,Pre-Series,150000.0,Jaipur
2019,Lil’ Goodness and sCool meal,Food & Beverages,Series A,400000.0,Bangalore
2019,Trell,Agriculture,Pre-Series,2000000.0,Bangalore
2019,Bombay Shirt Company,Commerce,Series A,8000000.0,Mumbai
2019,Slintel,Technology,Series A,1500000.0,Unknown
2019,MyGameMate,Sports,Series A,100000.0,Bangalore
2019,Afinoz,Technology,Series A,6000000.0,Noida
2019,Ecozen,Technology,Series A,6000000.0,Pune
2019,Awign Enterprises,Agriculture,Series A,4000000.0,Bangalore
2019,Freightwalla,Commerce,Series A,4000000.0,Mumbai
2019,TapChief,Agriculture,Pre-Series,1500000.0,Bangalore
2019,eJOHRI,Beauty & Fashion,Pre-Series,1000000.0,Mumbai
2019,Ninjacart,Commerce,Series A,6000000.0,Unknown
2019,Binca Games,Sports,Series A,6000000.0,Mumbai
2019,KredX,Agriculture,Series B,26000000.0,Bangalore
2019,m.Paani,Agriculture,Series A,5500000.0,Mumbai
2019,Origo,Technology,Series A,6800000.0,Gurugram
2019,WishADish,Technology,Series A,6000000.0,Delhi
2019,Stanza Living,Agriculture,Series A,5700000.0,Delhi
2019,Euler Motors,Technology,Series A,2000000.0,Delhi
2019,Moms Co,Commerce,Series B,5000000.0,New Delhi
2019,Cubical Labs,Technology,Series B,6000000.0,Unknown
2019,Lawyered,Technology,Series A,100000.0,Delhi
2019,Cuemath,Technology,Series A,5500000.0,Bangalore
2019,Licious,Food & Beverages,Later Stage,25000000.0,Bangalore
2019,Nivesh.com,Finance,Series A,600000.0,Noida
2019,Zebu,Technology,Seed,4000000.0,Unknown
2019,Smart Institute,Technology,Series A,1500000.0,Surat
2019,Credr,Technology,Series A,6000000.0,Mumbai
2019,Sportido,Sports,Series B,6000000.0,Noida
2019,Phable,Technology,Series A,220000.0,Unknown
2019,Sarva,Lifestyle,Series A,2800000.0,Chennai
2019,IndyFint,Technology,Series A,2100000.0,Bangalore
2019,Zolostays,Agriculture,Series A,7000000.0,Unknown
2019,Zoomcar,Transport,Series A,4800000.0,Bangalore
2019,Kratikal,Technology,Pre-Series,1000000.0,Uttar pradesh
2019,Froogal,Hospitality,Pre-Series,1000000.0,Hyderabad
2019,Infra.Market,Technology,Series A,20000000.0,Mumbai
2019,GoMechanic,Technology,Series B,5000000.0,Delhi
2020,Aqgromalin,Technology,Series A,200000.0,Chennai
2020,Krayonnz,Technology,Pre-Seed,100000.0,Bangalore
2020,PadCare Labs,Business Intelligence,Pre-Seed,3000000.0,Pune
2020,NCOME,Agriculture,Series A,400000.0,New Delhi
2020,Gramophone,Technology,Series A,340000.0,Indore
2020,qZense,Technology,Seed,600000.0,Bangalore
2020,MyClassboard,Technology,Pre-Series,600000.0,Hyderabad
2020,Metvy,Business Intelligence,Pre-Series,3000000.0,Gurgaon
2020,Gig India,Finance,Pre-Series,1000000.0,Pune
2020,Slurrp Farm,Food & Beverages,Series A,2000000.0,Gurgaon
2020,Medfin,Technology,Series A,3000000.0,Bangalore
2020,MasterG,Beauty & Fashion,Series A,3000000.0,New Delhi
2020,Brila 91,Food & Beverages,Series A,1200000.0,New Delhi
2020,FoodyBuddy,Food & Beverages,Series A,600000.0,Belgaum
2020,OurEye.ai,Technology,Series A,120000.0,Bangalore
2020,Shiprocket,Commerce,Series C,7500000.0,New Delhi
2020,Pine Labs,Technology,Series A,3000000.0,Noida
2020,Moneyboxx Finance,Technology,Series A,1000000.0,New Delhi
2020,EWar,Agriculture,Pre-Series,3000000.0,Bangalore
2020,SucSEED Indovation,Technology,Series A,5000000.0,Hyderabad
2020,TaxBuddy.com,Technology,Series A,1000000.0,Mumbai
2020,Awign Enterprises,Business Intelligence,Series A,500000.0,Bangalore
2020,Circle of Angels,Technology,Series A,3000000.0,Gurgaon
2020,CoinDCX,Technology,Series B,10000000.0,Mumbai
2020,Voosh,Food & Beverages,Pre-Seed,3000000.0,Bangalore
2020,Delhivery,Commerce,Series A,3000000.0,Gurgaon
2020,Arya,Technology,Series B,21000000.0,Noida
2020,Pickrr,Transport,Series A,4000000.0,New Delhi
2020,PhonePe,Technology,Series A,20000000.0,Andheri
2020,Countingwell,Technology,Pre-Series,1000000.0,Bangalore
2020,Callify.ai,Technology,Seed,560000.0,Mumbai
2020,Hudle,Sports,Pre-Series,3000000.0,New Delhi
2020,Cover it Up,Commerce,Seed,400000.0,Chennai
2020,BiteSpeed,Commerce,Seed,275000.0,Gurgaon
2020,WakeFit,Commerce,Series B,20000000.0,Bangalore
2020,Sreyas Holistic Remedies,Technology,Series A,1000000.0,Hyderabad
2020,Fleeca India,Transport,Series A,3000000.0,Jaipur
2020,M1xchange,Technology,Series A,4500000.0,Gurgaon
2020,Exotel,Technology,Series A,5000000.0,Bangalore
2020,PagarBook,Technology,Series A,15000000.0,Bangalore
2020,PointOne Capital,Finance,Series A,3000000.0,Bangalore
2020,Fisdom,Technology,Series A,7000000.0,Bangalore
2020,Tinker Coders,Technology,Seed,3000000.0,Noida
2020,Infinite Uptime,Technology,Series B,5100000.0,Pune
2020,HappyLocate,Technology,Pre-Series,500000.0,Bangalore
2020,Loop Health,Technology,Seed,2300000.0,Pune
2020,NeoDocs,Technology,Pre-Seed,3000000.0,Mumbai
2020,The ePlane,Transport,Seed,3000000.0,Chennai
2020,TagMango,Commerce,Seed,700000.0,Mumbai
2020,The New Shop,Commerce,Seed,500000.0,New Delhi
2020,MobiKwik,Technology,Series A,7000000.0,Gurgaon
2020,DebugsBunny,Technology,Series A,100000.0,Pune
2020,BHIVE Investech,Business Intelligence,Seed,1000000.0,Bangalore
2020,Rivigo,Transport,Series A,19000000.0,Gurgaon
2020,ZipLoan,Finance,Series A,3000000.0,New Delhi
2020,Swipez,Technology,Series A,3000000.0,Pune
2020,Humus,Technology,Series A,3000000.0,Bangalore
2020,Artivatic.ai,Technology,Series A,3000000.0,Bangalore
2020,Prescinto,Energy,Seed,3000000.0,Ahmedabad
2020,Toppeq,Technology,Seed,3000000.0,Mumbai
2020,Bolo Indya,Agriculture,Series A,400000.0,Gurgaon
2020,Bombay Play,Agriculture,Seed,1000000.0,Bangalore
2020,FreshToHome,Commerce,Series A,3000000.0,Bangalore
2020,KIKO TV,Agriculture,Seed,3000000.0,Mumbai
2020,Atomberg Technologies,Technology,Series B,9000000.0,Mumbai
2020,DealShare,Commerce,Series C,21000000.0,Jaipur
2020,Smallcase,Technology,Series A,3000000.0,Bangalore
2020,Gamerji,Agriculture,Seed,3000000.0,Ahmedabad
2020,5C Network,Technology,Pre-Series,1200000.0,Bangalore
2020,Ethereum Push Notification Service,Finance,Seed,750000.0,Mumbai
2020,Mihup,Technology,Series A,1500000.0,Kolkata
2020,RuralBasket,Commerce,Series A,500000.0,Tirunelveli
2020,WayCool Foods,Technology,Debt Financing,7800000.0,Chennai
2020,Infra.Market,Agriculture,Series B,20000000.0,Thane
2020,Clovia,Commerce,Series B,4000000.0,Noida
2020,Codingal,Technology,Seed,560000.0,Bangalore
2020,Let's Dive,Technology,Series A,1700000.0,Bangalore
2020,Habitat,Technology,Seed,600000.0,Unknown
2020,SAWO Labs,Technology,Seed,600000.0,Mumbai
2020,Signzy,Technology,Series A,3000000.0,Bangalore
2020,KopyKitab,Technology,Series A,3000000.0,Bangalore
2020,Kyt,Technology,Series A,2500000.0,Singapore
2020,Raskik,Food & Beverages,Pre-Series,1000000.0,Unknown
2020,GetWork,Technology,Pre-Seed,40000.0,Gurugram
2020,Mobile Premier League (MPL),Agriculture,Series B,500000.0,Bangalore
2020,Omatra Hotels,Hospitality,Seed,3000000.0,Kolkata
2020,Awign,Business Intelligence,Series A,3000000.0,Bangalore
2020,NewsReach,Agriculture,Seed,1500000.0,Gujarat
2020,Credgenics,Technology,Pre-Series,3000000.0,New Delhi
2020,GeoIQ,Technology,Seed,300000.0,Bangalore
2020,Country Delight,Agriculture,Series C,25000000.0,Haryana
2020,Quintype,Business Intelligence,Series A,3500000.0,Bangalore
2020,Astrogate Labs,Technology,Series A,3000000.0,Bangalore
2020,Power Gummies,Technology,Pre-Series,3000000.0,New Delhi
2020,Cityflo,Transport,Series A,7000000.0,Mumbai
2020,AlgoBulls,Finance,Series A,200000.0,Mumbai
2020,Credgenics,Technology,Pre-Series,3000000.0,Gurugram
2020,Inntot,Technology,Series A,3000000.0,Kerala
2020,Ensuredit,Technology,Pre-Series,300000.0,Gurugram
2020,Shipsy,Technology,Series A,6000000.0,Gurugram
2020,ERPNext,Technology,Series A,1000000.0,Mumbai
2020,LightSpeedAI,Technology,Series A,3000000.0,Bangalore
2020,Grip Invest,Technology,Pre-Series,3000000.0,Gurugram
2020,Unacademy,Technology,Series A,3000000.0,Bangalore
2020,Yellow Classes,Technology,Pre-Series,1300000.0,Gurugram
2020,Plum,Technology,Series A,4100000.0,Bangalore
2020,STAGE,Agriculture,Series A,1000000.0,Indore
2020,Nykaa,Beauty & Fashion,Series A,3000000.0,Mumbai
2020,Kaagaz Scanner,Technology,Series A,575000.0,Unknown
2020,NIRA,Technology,Series A,1000000.0,Bangalore
2020,Prolixr,Beauty & Fashion,Seed,3000000.0,Gurugram
2020,DaMENSCH,Commerce,Series A,6000000.0,Bangalore
2020,Country Delight,Food & Beverages,Series C,25000000.0,Haryana
2020,SignalX,Technology,Seed,800000.0,Hyderabad
2020,Lancify,Technology,Series A,300000.0,Bangalore
2020,Krimanshi,Technology,Seed,600000.0,Jodhpur
2020,Instoried,Technology,Pre-Series,1000000.0,Bangalore
2020,PlayerzPot,Agriculture,Series A,3000000.0,Mumbai
2020,Instamojo,Technology,Series A,3000000.0,Bangalore
2020,Arata,Commerce,Pre-Series,1000000.0,New Delhi
2020,MPL,Agriculture,Series A,5000000.0,Bangalore
2020,True Balance,Technology,Series A,28000000.0,Gurugram
2020,Thrive,Technology,Pre-Series,3000000.0,Mumbai
2020,Kitchens Centre,Technology,Pre-Series,3000000.0,New Delhi
2020,Prescribe,Technology,Series A,100000.0,Chennai
2020,Nepra,Technology,Series C,18000000.0,Ahmedabad
2020,inFeedo,Technology,Series A,3200000.0,Gurugram
2020,Shilpa Sciences,Technology,Pre-Series,3000000.0,Bangalore
2020,Arzooo,Technology,Series A,3000000.0,Bangalore
2020,Slice,Technology,Debt Financing,5000000.0,Bangalore
2020,Rapawalk,Commerce,Seed,300000.0,Bangalore
2020,Oga Fit's,Lifestyle,Pre-Series,3000000.0,Bangalore
2020,LAVAL,Beauty & Fashion,Pre-Series,3000000.0,Bangalore
2020,BlackSoil,Technology,Series A,10000000.0,Mumbai
2020,Biocon,Agriculture,Series A,15000000.0,Bangalore
2020,Clientjoy,Technology,Pre-Series,800000.0,Gujarat
2020,GalaxyCard,Technology,Seed,3000000.0,Gurugram
2020,MoooFarm,Technology,Pre-Seed,500000.0,Gurugram
2020,BitClass,Technology,Seed,2000000.0,Bangalore
2020,Gonuts,Agriculture,Seed,400000.0,Mumbai
2020,Uolo,Technology,Seed,2000000.0,Bangalore
2020,Kirana King,Commerce,Pre-Series,900000.0,Jaipur
2020,Jade Forest,Food & Beverages,Seed,250000.0,Delhi
2020,iKure,Technology,Series A,3000000.0,Kolkata
2020,FrontRow,Technology,Seed,3200000.0,Bangalore
2020,Reliance Retail,Commerce,Series A,10000000.0,Mumbai
2020,TUBBR,Agriculture,Series A,3000000.0,Frisco
2020,Routematic,Technology,Series A,2000000.0,Bangalore
2020,LivFin,Technology,Series A,4700000.0,New Delhi
2020,Universal Sportsbiz Pvt Ltd,Beauty & Fashion,Series A,3000000.0,Bangalore
2020,Lattu Kids,Technology,Series A,3000000.0,Mumbai
2020,Eggoz,Food & Beverages,Pre-Series,1500000.0,Indore
2020,Steradian Semiconductors,Technology,Series A,3000000.0,Bangalore
2020,CHARGE+ZONE,Agriculture,Pre-Series,3000000.0,Gujarat
2020,Stones2milestones,Technology,Pre-Series,2000000.0,Gurugram
2020,AjnaLens,Technology,Pre-Series,1000000.0,Thane
2020,Gully Network,Commerce,Pre-Series,1200000.0,Bangalore
2020,TurboHire,Business Intelligence,Seed,1000000.0,Hyderabad
2020,Traya,Technology,Seed,3000000.0,Mumbai
2020,Charcoal Eats,Hospitality,Series A,2000000.0,Mumbai
2020,Mitron TV,Agriculture,Series A,3000000.0,Bangalore
2020,Svami,Food & Beverages,Series A,800000.0,Mumbai
2020,Dhurnia,Technology,Series A,100000.0,Dhingsara
2020,Expertrons,Technology,Series A,3000000.0,Mumbai
2020,Leena AI,Technology,Series A,8000000.0,New York
2020,Bizlog,Transport,Series A,1000000.0,Bangalore
2020,Tamasha.live,Agriculture,Series A,300000.0,Mumbai
2020,Fedo,Technology,Series A,1000000.0,Bangalore
2020,FabHotels,Hospitality,Series A,1000000.0,Gurugram
2020,Freshokartz,Technology,Pre-Series,1000000.0,Jaipur
2020,FlexiLoans,Technology,Debt Financing,6000000.0,Mumbai
2020,Agrix,Technology,Series A,3000000.0,Patna
2020,BharatAgri,Technology,Pre-Series,3000000.0,Pune
2020,Credable,Technology,Series A,4500000.0,Mumbai
2020,Railofy,Transport,Seed,5000000.0,Mumbai
2020,Teachmint,Technology,Seed,3500000.0,Bangalore
2020,Peel-Works,Commerce,Series A,3000000.0,Mumbai
2020,Janani,Technology,Pre-Seed,200000.0,Bangalore
2020,Credgenics,Technology,Seed,3300000.0,Gurugram
2020,Finelistings,Technology,Series A,3000000.0,New Delhi
2020,Wellversed,Agriculture,Pre-Series,3000000.0,New Delhi
2020,Jumbotail,Commerce,Series B,11000000.0,Bangalore
2020,Winzo,Agriculture,Series A,2000000.0,New Delhi
2020,mCaffeine,Beauty & Fashion,Series B,5000000.0,Mumbai
2020,Pocket FM,Commerce,Series A,5000000.0,Bangalore
2020,Snackible,Agriculture,Pre-Series,3000000.0,Mumbai
2020,FreshtoHome,Commerce,Series A,16000000.0,Bangalore
2020,Jumbotail,Commerce,Series B,11000000.0,Bangalore
2020,Nykaa,Commerce,Series A,3000000.0,Mumbai
2020,TagZ Foods,Food & Beverages,Series A,3000000.0,Bangalore
2020,Genius Teacher,Technology,Series A,2000000.0,Mumbai
2020,Krimanshi Feeds,Agriculture,Series A,500000.0,Jodhpur
2020,Origo,Technology,Debt Financing,4000000.0,Gurugram
2020,GetVantage,Technology,Seed,5000000.0,Mumbai
2020,Betterplace,Technology,Series B,10000000.0,Bangalore
2020,Biddano,Agriculture,Pre-Series,600000.0,Mumbai
2020,InVideo,Agriculture,Series A,15000000.0,Mumbai
2020,Arzooo,Technology,Series A,7500000.0,Bangalore
2020,Hubilo,Technology,Seed,4500000.0,San Francisco
2020,BASIC Home Loan,Technology,Seed,5000000.0,Gurugram
2020,Ketos,Technology,Series A,18000000.0,San Francisco
2020,SUGAR cosmetics,Beauty & Fashion,Debt Financing,2000000.0,Mumbai
2020,Signzy,Technology,Series A,5400000.0,Bangalore
2020,Ahaguru,Technology,Series A,3000000.0,Chennai
2020,Brighteye Ventures,Technology,Series A,5400000.0,Paris
2020,EzeRx,Technology,Seed,200000.0,Kolkata
2020,VitalTech,Technology,Seed,3000000.0,Plano
2020,Ultraviolette Automotive,Technology,Series B,4000000.0,Bangalore
2020,Tring,Agriculture,Series A,3000000.0,Mumbai
2020,Rare Planet,Commerce,Pre-Series,400000.0,Kolkata
2020,GoodGamer,Agriculture,Seed,2500000.0,Bangalore
2020,InnAccel,Technology,Pre-Series,1500000.0,Bangalore
2020,Tiliter,Commerce,Series A,7500000.0,Sydney
2020,Slintel,Commerce,Series A,4200000.0,San Francisco Bay Area
2020,SoOLEGAL,Technology,Series A,4000000.0,New Delhi
2020,HobSpace,Technology,Seed,200000.0,Mumbai
2020,Supplynote,Technology,Seed,500000.0,Noida
2020,Hire Me Car,Commerce,Seed,3000000.0,Noida
2020,ShopUp,Commerce,Series A,22000000.0,Bangaldesh
2020,Harmonizer India,Technology,Series A,3000000.0,Bangalore
2020,Dukaan,Technology,Seed,6000000.0,Mumbai
2020,CredR,Commerce,Series A,2000000.0,Mumbai
2020,Satyukt,Technology,Seed,500000.0,Bangalore
2020,RACEnergy,Technology,Series A,3000000.0,Hyderabad
2020,TREAD,Lifestyle,Pre-Seed,1100000.0,Bangalore
2020,Anveshan,Technology,Pre-Seed,100000.0,Bangalore
2020,TeaMonk,Food & Beverages,Pre-Series,900000.0,Bangalore
2020,Fleetx,Technology,Series A,3000000.0,Gurugram
2020,ReNEWate,Agriculture,Pre-Seed,3000000.0,Pune
2020,Tango Eye,Technology,Seed,3000000.0,Chennai
2020,Rare Planet,Agriculture,Pre-Series,3000000.0,Kolkata
2020,Avataa Me,Technology,Series A,7000000.0,Bangalore
2020,Cover Genius,Technology,Series A,15000000.0,Sydney
2020,Phononic Vibes,Technology,Series A,2300000.0,Milano
2020,MikeLegal,Technology,Seed,3000000.0,Gurugram
2020,Clair,Technology,Seed,4500000.0,New York
2020,Gourmet Garden,Commerce,Series A,3000000.0,Palmwoods
2020,Miko,Technology,Series A,3000000.0,Mumbai
2020,Wow! Momo,Food & Beverages,Debt Financing,5000000.0,Kolkata
2020,Pepper Content,Commerce,Series A,4200000.0,Mumbai
2020,LIVSPACE,Lifestyle,Debt Financing,4000000.0,Bangalore
2020,Acculi Labs,Agriculture,Seed,600000.0,Bangalore
2020,Your MD,Agriculture,Series A,25000000.0,London
2020,Antaios,Technology,Series A,11000000.0,France
2020,Unnati,Technology,Pre-Series,1700000.0,Noida
2020,Disprz,Technology,Series A,1600000.0,Chennai
2020,Uni,Technology,Seed,18500000.0,Mumbai
2020,Credit Wise Capital,Technology,Seed,6000000.0,Mumbai
2020,Winuall,Technology,Series A,2000000.0,Bangalore
2020,Genrobotics,Technology,Series A,300000.0,Trivandrum
2020,Livve,Agriculture,Seed,1500000.0,Cochin
2020,Ergos,Technology,Series A,5000000.0,Samastipur
2020,Krishitantra,Technology,Seed,1000000.0,Hyderabad
2020,PakkaProfile,Business Intelligence,Seed,3000000.0,Bangalore
2020,Monet Networks,Technology,Pre-Series,500000.0,Irvine
2020,Unocoin,Technology,Series A,3000000.0,Tumkur
2020,Pesto,Technology,Series A,3000000.0,New Delhi
2020,NirogStreet,Technology,Pre-Series,2000000.0,Gurugram
2020,Bambrew,Commerce,Pre-Seed,3000000.0,Bangalore
2020,Omnify,Technology,Pre-Series,3000000.0,San Francisco Bay Area
2020,Fanball XI,Agriculture,Seed,1000000.0,New Delhi
2020,Treebo Hotels,Hospitality,Series A,6000000.0,Bangalore
2020,GPS Renewables,Technology,Series A,3000000.0,Bangalore
2020,Legal Salah,Technology,Seed,1000000.0,Kolkata
2020,FanPlay,Agriculture,Seed,3000000.0,New Delhi
2020,ECOSTP,Agriculture,Series A,19000000.0,Bangalore
2020,Coralogix,Technology,Series B,25000000.0,San Francisco
2020,Equiwatt,Technology,Series A,300000.0,Newcastle Upon Tyne
2020,AgroWave,Technology,Series A,500000.0,Gurugram
2020,Sapio Analytics,Technology,Series A,150000.0,Mumbai
2020,Avanse Financial Services,Technology,Series A,15000000.0,Mumbai
2020,Industry Buying,Commerce,Series A,15000000.0,New Delhi
2020,Hopscotch,Commerce,Series A,25000000.0,Mumbai
2020,Pristyn Care,Agriculture,Series A,11000000.0,Gurugram
2020,WoodenStreet,Lifestyle,Series A,1000000.0,Rajastan
2020,Farmers Fresh Zone,Technology,Series A,470000.0,Kochi
2020,Invento,Technology,Series A,3000000.0,Bangalore
2020,Infurnia,Technology,Series A,240000.0,Bangalore
2020,AnalytIQSports's SuperCric,Agriculture,Series A,3000000.0,Bangalore
2020,GenieTalk,Technology,Series A,750000.0,Indore
2020,Classplus,Technology,Series A,10000000.0,Noida
2020,Fourth Partner Energy,Energy,Series A,16000000.0,Hyderabad
2020,Vivriti Capital,Technology,Series A,1000000.0,Chennai
2020,InsuranceDekho,Technology,Series A,20000000.0,Ludhiana
2020,BestDoc,Agriculture,Series A,2100000.0,Kochi
2020,Melorra,Beauty & Fashion,Series A,12500000.0,Bangalore
2020,Inflexor Ventures,Technology,Series A,10000000.0,Mumbai
2020,Pandorum,Technology,Series A,5060000.0,Bangalore
2020,SpeakIn,Business Intelligence,Series A,3000000.0,Noida
2020,LetsUp,Agriculture,Series A,3000000.0,Mumbai
2020,Newsreach,Agriculture,Series A,3000000.0,Gujarat
2020,SignalX,Technology,Series A,750000.0,Hyderabad
2020,Vesta Space Technology,Technology,Series A,10000000.0,Pune
2020,Dozee,Technology,Series A,1600000.0,Bangalore
2020,Nykaa,Beauty & Fashion,Series A,24700000.0,Mumbai
2020,Ketto,Finance,Series A,7700000.0,Mumbai
2020,Suryoday,Finance,Series A,800000.0,Mumbai
2020,SucSEED,Finance,Series A,1300000.0,Hyderabad
2020,Strata,Agriculture,Series A,19067328.0,Bangalore
2020,WE-Hub,Business Intelligence,Series A,3000000.0,Hyderabad
2020,Vicara,Technology,Series A,3000000.0,Bangalore
2020,EM3 Agri,Technology,Series A,1000000.0,Noida
2020,Plum,Beauty & Fashion,Series A,115000.0,Thane
2020,Odwen,Commerce,Series A,54000.0,Noida
2020,Fasal,Technology,Series A,20000.0,Bangalore
2020,Trukky,Transport,Series A,3000000.0,Ahmedabad
2020,BankBazaar,Finance,Series A,9000000.0,Chennai
2020,Specsmakers,Beauty & Fashion,Series A,3000000.0,Chennai
2020,Grinntech,Lifestyle,Series A,2000000.0,Dehradun
2020,CreditMantri,Finance,Series A,803146.0,Chennai
2020,Chai Waale,Agriculture,Series A,238000.0,Chennai
2020,Deepsync,Technology,Series A,300000.0,Bangalore
2020,ConnectedH,Agriculture,Series A,3000000.0,Gurgaon
2020,Reliance Retail,Commerce,Series A,10220000.0,Mumbai
2020,QShala,Technology,Series A,300000.0,Bangalore
